Question_ID,Broad_Category,Sub_Topic,Question_String,Option_Label,Option_Text,Correct_Answer,Difficulty_Level,Explanation
MQ.20.010,Manual Rates,Administrative Expenses,"What is the main pricing risk associated with ""amortizing"" first-year or product development expenses?",B,It may result in unrealistically low initial premiums requiring future sharp increases,B,5,"Amortization can result in unrealistically low initial premiums, necessitating large rate increases later to maintain viability42424242."
MQ.20.010,Manual Rates,Administrative Expenses,"What is the main pricing risk associated with ""amortizing"" first-year or product development expenses?",C,It causes one product to inadvertently subsidize another,B,5,"Amortization can result in unrealistically low initial premiums, necessitating large rate increases later to maintain viability43434343."
MQ.20.010,Manual Rates,Administrative Expenses,"What is the main pricing risk associated with ""amortizing"" first-year or product development expenses?",D,It increases the risk of broker churning,B,5,"Amortization can result in unrealistically low initial premiums, necessitating large rate increases later to maintain viability44444444."
MQ.20.011,Manual Rates,Rate Development,"When calculating a group's manual rate, which is the standard formula for applying adjustment factors?",A,Base Rate + (Factor 1 * Factor 2),B,2,"Manual rates are typically calculated by multiplying a base manual rate by a series of adjustment factors (e.g., age, gender, industry, geography)."
MQ.20.011,Manual Rates,Rate Development,"When calculating a group's manual rate, which is the standard formula for applying adjustment factors?",B,Base Rate × Factor 1 × Factor 2 × ...,B,2,"Manual rates are typically calculated by multiplying a base manual rate by a series of adjustment factors (e.g., age, gender, industry, geography)."
MQ.20.011,Manual Rates,Rate Development,"When calculating a group's manual rate, which is the standard formula for applying adjustment factors?",C,Base Rate / (Factor 1 + Factor 2),B,2,"Manual rates are typically calculated by multiplying a base manual rate by a series of adjustment factors (e.g., age, gender, industry, geography)."
MQ.20.011,Manual Rates,Rate Development,"When calculating a group's manual rate, which is the standard formula for applying adjustment factors?",D,(Base Rate × Claims) + Factors,B,2,"Manual rates are typically calculated by multiplying a base manual rate by a series of adjustment factors (e.g., age, gender, industry, geography)."
MQ.20.012,Manual Rates,Expense Load,"Why do administrative expenses, when expressed as a percentage of premium, typically decrease as the group size increases?",A,Larger groups have higher claim costs per member,B,3,"Many administrative costs (like billing and setup) are fixed. As the premium volume increases with group size, these fixed costs represent a smaller percentage of the total premium."
MQ.20.012,Manual Rates,Expense Load,"Why do administrative expenses, when expressed as a percentage of premium, typically decrease as the group size increases?",B,Fixed costs are spread over a larger premium base,B,3,"Many administrative costs (like billing and setup) are fixed. As the premium volume increases with group size, these fixed costs represent a smaller percentage of the total premium."
MQ.20.012,Manual Rates,Expense Load,"Why do administrative expenses, when expressed as a percentage of premium, typically decrease as the group size increases?",C,Regulators cap profit margins for large groups,B,3,"Many administrative costs (like billing and setup) are fixed. As the premium volume increases with group size, these fixed costs represent a smaller percentage of the total premium."
MQ.20.012,Manual Rates,Expense Load,"Why do administrative expenses, when expressed as a percentage of premium, typically decrease as the group size increases?",D,Commissions are always higher for small groups,B,3,"Many administrative costs (like billing and setup) are fixed. As the premium volume increases with group size, these fixed costs represent a smaller percentage of the total premium."
MQ.20.013,Manual Rates,Commissions,Which commission structure is designed to pay a lower percentage as the total premium increases?,A,Level commission scale,B,2,"A graded commission scale pays a high percentage on the first ""tier"" of premium and lower percentages on subsequent tiers."
MQ.20.013,Manual Rates,Commissions,Which commission structure is designed to pay a lower percentage as the total premium increases?,B,Graded commission scale,B,2,"A graded commission scale pays a high percentage on the first ""tier"" of premium and lower percentages on subsequent tiers."
MQ.20.013,Manual Rates,Commissions,Which commission structure is designed to pay a lower percentage as the total premium increases?,C,Flat-fee commission,B,2,"A graded commission scale pays a high percentage on the first ""tier"" of premium and lower percentages on subsequent tiers."
MQ.20.013,Manual Rates,Commissions,Which commission structure is designed to pay a lower percentage as the total premium increases?,D,Net-of-commission scale,B,2,"A graded commission scale pays a high percentage on the first ""tier"" of premium and lower percentages on subsequent tiers."
MQ.20.014,Manual Rates,Geographic Factors,Geographic rating factors primarily account for differences in which two areas?,A,Employee age and industry risk,B,3,Geographic factors account for the local cost of medical services (provider contracts) and local patterns of medical practice/utilization.
MQ.20.014,Manual Rates,Geographic Factors,Geographic rating factors primarily account for differences in which two areas?,B,Provider reimbursement levels and practice patterns,B,3,Geographic factors account for the local cost of medical services (provider contracts) and local patterns of medical practice/utilization.
